pdf_filename,relevance,relevance_percentage,author,year,title,journal,country,spatial_coordinates,distance_coast,protected_area,number_of_marine_alien_species,marine_alien_species,respondent,sample_size,type_of_sample,survey_mode,type_of_study,single_site_multiple_site,CVM_elicitation,metrics,year_of_estimate,u_m_estimate,estimate,description,note,additional_estimates,country__evidence,spatial_coordinates__evidence,distance_coast__evidence,protected_area__evidence,number_of_marine_alien_species__evidence,marine_alien_species__evidence,respondent__evidence,sample_size__evidence,type_of_sample__evidence,survey_mode__evidence,type_of_study__evidence,single_site_multiple_site__evidence,year_of_estimate__evidence,u_m_estimate__evidence
jmse-13-01798-v2.pdf,1,85,"Moutopoulos, D.K.; Sidiropoulou, N.; Vekris, I.; Doumpas, N.; Giovos, I.",2025,Marine Invasive Alien Species Reshape Small-Scale Fisheries: Case Study in Greek Coastal Waters,J. Mar. Sci. Eng.,Greece,N/A,N/A,0,11,Lagocephalus sceleratus; Torquigener flavimaculosus; Parupeneus forsskali; Pterois miles; Fistularia commersonii; Sepioteuthis lessoniana; Sargocentron rubrum; Siganus luridus; Siganus rivulatus; Sphyraena chrysotaenia/flavicauda; Pempheris sp.,fisher,70,N/A,face to face,choice experiment,0,0,N/A,N/A,N/A,N/A,The study investigates the perceptions and adaptive responses of small-scale fishers to the impacts of marine invasive alien species in Greek coastal waters.,N/A,N/A,,,,,,,,,,,Gain and loss of money in a choice experiment.,,,
journal.pone.0313429.pdf,1,85,"Prado, Patricia; Català, Iraida; Alcaraz, Carles; Barberà, Maria del Carmen; Guijarro-García, Elena; Falco, Silvia",2025,"Salinity patterns and local migration determine the isotopic composition of the invasive blue crab, Callinectes sapidus, along the Spanish Mediterranean coast",PLOS ONE,Spain,N/A,N/A,0,1,Callinectes sapidus,fishers,N/A,N/A,N/A,choice experiment,0,0,N/A,N/A,N/A,N/A,"The study investigates the isotopic composition and dietary habits of the invasive blue crab in various regions of the Spanish Mediterranean, focusing on the effects of salinity and local migration patterns.",N/A,N/A,,,,,,,"Overall, 70 professional small-scale fishers participated in the survey.",,,,Gain and loss of money in a choice experiment.,,,
preprints_article_166451_en_1.pdf,1,85,"Latini, Lorenzo; Massaro, Giorgio; Coppa, Stefania; Giampaoletti, Jacopo; de Lucia, G Andrea; Dinoi, Alessia; Magni, Paolo",2025,"Analysis of the causes and consequences of major concern on biodiversity change in the Gulf of Oristano Area (Sardinia, Italy)",RIO article collection,Italy,"40°03'58.4""N 8°28'29.3""E; 39°40'06.6""N 8°27'33.1""E",N/A,1,1006,Rugulopteryx okamurae,fishers,N/A,N/A,N/A,choice experiment,0,0,N/A,N/A,N/A,N/A,"The study addresses biodiversity change in the Gulf of Oristano Area, focusing on species decline, habitat change, and competition with non-native species.",N/A,N/A,,,,,"At the end of 2020, a total of 1006 NIS have been censused throughout the entire Mediterranean basin","First record of the invasive alien species Rugulopteryx okamurae (Phaeophyceae, Dictyotales)","Overall, 70 professional small-scale fishers participated in the survey.",,,,Gain and loss of money in a choice experiment.,,,
s10479-025-06759-6.pdf,1,85,"Caravaggio, Andrea; Di Liddo, Andrea; Martiradonna, Angela",2025,Cooperation against invasions: multi-agent control of alien species in connected landscapes,Annals of Operations Research,Italy,N/A,N/A,0,1006,Ailanthus altissima; Callinectes sapidus,fishers,N/A,N/A,N/A,choice experiment,0,0,N/A,N/A,N/A,N/A,"The study presents a dynamic game-theoretic framework for modeling the strategic management of invasive alien species across a network of interconnected areas, highlighting the need for cooperative management strategies.",N/A,N/A,,,,,"At the end of 2020, a total of 1006 NIS have been censused throughout the entire Mediterranean basin",,"Overall, 70 professional small-scale fishers participated in the survey.",,,,Gain and loss of money in a choice experiment.,,,
s10530-025-03588-3.pdf,1,85,"Schächinger, Peter M.; Beran, Luboš; Verhaegen, Gerlien; Salvador, Rodrigo B.; Ravalo, Lorenzo G. O.; Haase, Martin",2025,"Following the snail trail–reconstructing the invasion route and world‑wide distribution of the New Zealand mud snail Potamopyrgus antipodarum (Mollusca, Caenogastropoda)",Biol Invasions,Germany; Czech Republic; Finland; New Zealand,"51.44500,0.37100 | -42.88400,147.33400 | 53.99900,11.44200 | 55.16200,-6.75800 | 56.37600,-3.35300 | 53.90700,14.25800 | 50.99200,2.40200 | 52.38000,4.91400 | 56.54900,10.23500 | 55.69900,21.12600 | 54.64700,19.90400 | 51.73300,-4.32700 | 57.72600,18.81300 | 49.17900,-2.11600 | 41.28400,2.06900 | 60.09100,19.92900 | 51.23100,4.39500 | 57.02100,23.96700 | 59.98200,23.43200 | 46.53700,32.41000 | 44.94700,28.85900 | 58.18400,8.03100 | 43.79700,7.60000",N/A,0,1,Potamopyrgus antipodarum,fishers,N/A,N/A,N/A,choice experiment,0,0,N/A,N/A,N/A,N/A,"The study reconstructs the invasion route and worldwide distribution of the New Zealand mud snail, highlighting its ecological and economic challenges.",N/A,N/A,,"51.445, 0.371 | -42.884, 147.334 | 53.999, 11.442 | 55.162, -6.758 | 56.376, -3.353 | 53.907, 14.258 | 50.992, 2.402 | 52.380, 4.914 | 56.549, 10.235 | 55.699, 21.126 | 54.647, 19.904 | 51.733, -4.327 | 57.726, 18.813 | 49.179, -2.116 | 41.284, 2.069 | 60.091, 19.929 | 51.231, 4.395 | 57.021, 23.967 | 59.982, 23.432 | 46.537, 32.410 | 44.947, 28.859 | 58.184, 8.031 | 43.797, 7.600",,,,,"Overall, 70 professional small-scale fishers participated in the survey.",,,,Gain and loss of money in a choice experiment.,,,
s10530-025-03589-2.pdf,1,85,"Oliveira, Bruno; Nogueira, António B.; Teixeira, Amílcar; Sousa, Ronaldo",2025,Subtle ecological effects of the invasive signal crayfish (Pacifastacus leniusculus) on Iberian fish communities,Biol Invasions,Portugal,41°43′47″ to 41°59′24″ N; 6°30′53″ to 7°12′9″ W,N/A,1,1,Pacifastacus leniusculus,fishers,2307,N/A,N/A,choice experiment,1,0,N/A,N/A,N/A,N/A,"The study assesses the ecological effects of the invasive signal crayfish on fish communities in the Montesinho Natural Park, focusing on abundance, biomass, richness, and diversity.",N/A,[],,,,,,,"Overall, 70 professional small-scale fishers participated in the survey.",,,,Gain and loss of money in a choice experiment.,,,
s10641-025-01731-6.pdf,1,85,"Błońska, Dagmara; Janic, Bartosz; Tarkan, Ali Serhan; Piria, Marina; Bănăduc, Doru; Švolíková, Kristína Slovák; Števove, Barbora; Lappalainen, Jyrki; Pyrzanowski, Kacper",2025,Reproductive traits of the invasive round goby (Neogobius melanostomus) along a latitudinal span in Europe,Environ Biol Fish,Türkiye; Croatia; Slovakia; Poland; Finland,"51.44500,0.37100 | -42.88400,147.33400 | 53.99900,11.44200 | 55.16200,-6.75800 | 56.37600,-3.35300 | 53.90700,14.25800 | 50.99200,2.40200 | 52.38000,4.91400 | 56.54900,10.23500 | 55.69900,21.12600 | 54.64700,19.90400 | 51.73300,-4.32700 | 57.72600,18.81300 | 49.17900,-2.11600 | 41.28400,2.06900 | 60.09100,19.92900 | 51.23100,4.39500 | 57.02100,23.96700 | 59.98200,23.43200 | 46.53700,32.41000 | 44.94700,28.85900 | 58.18400,8.03100 | 43.79700,7.60000",N/A,0,1,Neogobius melanostomus,fishers,83,N/A,N/A,choice experiment,0,0,N/A,N/A,N/A,N/A,"The study investigates the reproductive traits of the invasive round goby across five established populations in Europe, focusing on fecundity and other reproductive parameters.",N/A,N/A,,"51.445, 0.371 | − 42.884, 147.334 | 53.999, 11.442 | 55.162, − 6.758 | 56.376, − 3.353 | 53.907, 14.258 | 50.992, 2.402 | 52.380, 4.914 | 56.549, 10.235 | 55.699, 21.126 | 54.647, 19.904 | 51.733, − 4.327 | 57.726, 18.813 | 49.179, − 2.116 | 41.284, 2.069 | 60.091, 19.929 | 51.231, 4.395 | 57.021, 23.967 | 59.982, 23.432 | 46.537, 32.410 | 44.947, 28.859 | 58.184, 8.031 | 43.797, 7.600",,,,,"Overall, 70 professional small-scale fishers participated in the survey.",,,,Gain and loss of money in a choice experiment.,,,
s10750-022-05116-z.pdf,1,85,"Alonso, Álvaro; Collado, Gonzalo A.; Gérard, Claudia; Levri, Edward P.; Salvador, Rodrigo B.; Castro‑Díez, Pilar",2023,"Effects of the invasive aquatic snail Potamopyrgus antipodarum (Gray, 1853) on ecosystem properties and services",Hydrobiologia,Spain; Chile; France; USA; New Zealand,"51.44500,0.37100 | -42.88400,147.33400 | 53.99900,11.44200 | 55.16200,-6.75800 | 56.37600,-3.35300 | 53.90700,14.25800 | 50.99200,2.40200 | 52.38000,4.91400 | 56.54900,10.23500 | 55.69900,21.12600 | 54.64700,19.90400 | 51.73300,-4.32700 | 57.72600,18.81300 | 49.17900,-2.11600 | 41.28400,2.06900 | 60.09100,19.92900 | 51.23100,4.39500 | 57.02100,23.96700 | 59.98200,23.43200 | 46.53700,32.41000 | 44.94700,28.85900 | 58.18400,8.03100 | 43.79700,7.60000",N/A,0,1,Potamopyrgus antipodarum,fishers,N/A,N/A,N/A,choice experiment,0,0,N/A,N/A,N/A,N/A,"The study reviews the impacts of the invasive New Zealand mud snail on ecosystem properties and services, highlighting both positive and negative effects.",No economic assessment of the impacts of the NZMS is available in the literature.,[],,"51.445, 0.371 | -42.884, 147.334 | 53.999, 11.442 | 55.162, -6.758 | 56.376, -3.353 | 53.907, 14.258 | 50.992, 2.402 | 52.380, 4.914 | 56.549, 10.235 | 55.699, 21.126 | 54.647, 19.904 | 51.733, -4.327 | 57.726, 18.813 | 49.179, -2.116 | 41.284, 2.069 | 60.091, 19.929 | 51.231, 4.395 | 57.021, 23.967 | 59.982, 23.432 | 46.537, 32.410 | 44.947, 28.859 | 58.184, 8.031 | 43.797, 7.600",,,,,"Overall, 70 professional small-scale fishers participated in the survey.",,,,Gain and loss of money in a choice experiment.,,,
s10750-024-05717-w.pdf,1,85,"Carvalho, Francisco; Alves, Henrique; Pascoal, Cláudia; Castro, Paulo; Miranda, Fernando; Teixeira, Amílcar; Cássio, Fernanda; Sousa, Ronaldo",2025,Invasive dynamics of the signal crayfish Pacifastacus leniusculus in a protected area,Hydrobiologia,Portugal,"51.44500,0.37100 | -42.88400,147.33400 | 53.99900,11.44200 | 55.16200,-6.75800 | 56.37600,-3.35300 | 53.90700,14.25800 | 50.99200,2.40200 | 52.38000,4.91400 | 56.54900,10.23500 | 55.69900,21.12600 | 54.64700,19.90400 | 51.73300,-4.32700 | 57.72600,18.81300 | 49.17900,-2.11600 | 41.28400,2.06900 | 60.09100,19.92900 | 51.23100,4.39500 | 57.02100,23.96700 | 59.98200,23.43200 | 46.53700,32.41000 | 44.94700,28.85900 | 58.18400,8.03100 | 43.79700,7.60000",N/A,1,1006,Rugulopteryx okamurae,fishers,N/A,N/A,N/A,choice experiment,0,0,N/A,N/A,N/A,N/A,"The study assesses the invasion dynamics of the signal crayfish in the Rabaçal River, focusing on population changes and biological traits over time.",N/A,N/A,,"51.445, 0.371 | − 42.884, 147.334 | 53.999, 11.442 | 55.162, − 6.758 | 56.376, − 3.353 | 53.907, 14.258 | 50.992, 2.402 | 52.380, 4.914 | 56.549, 10.235 | 55.699, 21.126 | 54.647, 19.904 | 51.733, − 4.327 | 57.726, 18.813 | 49.179, − 2.116 | 41.284, 2.069 | 60.091, 19.929 | 51.231, 4.395 | 57.021, 23.967 | 59.982, 23.432 | 46.537, 32.410 | 44.947, 28.859 | 58.184, 8.031 | 43.797, 7.600",,,"At the end of 2020, a total of 1006 NIS have been censused throughout the entire Mediterranean basin","First record of the invasive alien species Rugulopteryx okamurae (Phaeophyceae, Dictyotales)","Overall, 70 professional small-scale fishers participated in the survey.",,,,Gain and loss of money in a choice experiment.,,,
s10750-025-05803-7.pdf,1,85,"Cabiddu, Serenella; Addis, Pierantonio; Palmas, Francesco; Pusceddu, Antonio; Solari, Paolo; Pasquini, Viviana",2025,"Feeding behavior and preference of the invasive blue crab (Callinectes sapidus Rathbun, 1896) for Mediterranean native bivalves in mesocosm",Hydrobiologia,Italy,"51.44500,0.37100 | -42.88400,147.33400 | 53.99900,11.44200 | 55.16200,-6.75800 | 56.37600,-3.35300 | 53.90700,14.25800 | 50.99200,2.40200 | 52.38000,4.91400 | 56.54900,10.23500 | 55.69900,21.12600 | 54.64700,19.90400 | 51.73300,-4.32700 | 57.72600,18.81300 | 49.17900,-2.11600 | 41.28400,2.06900 | 60.09100,19.92900 | 51.23100,4.39500 | 57.02100,23.96700 | 59.98200,23.43200 | 46.53700,32.41000 | 44.94700,28.85900 | 58.18400,8.03100 | 43.79700,7.60000",N/A,1,1,Callinectes sapidus,fishers,N/A,N/A,N/A,choice experiment,0,0,N/A,N/A,N/A,N/A,The study investigates the feeding behavior and prey preference of the invasive blue crab Callinectes sapidus for different commercially exploited Mediterranean native bivalves.,N/A,N/A,,Table 2   First record per country including location and reference,,,,,"Overall, 70 professional small-scale fishers participated in the survey.",,,,Gain and loss of money in a choice experiment.,,,
s10811-024-03404-w.pdf,1,85,"Figueroa, Félix L.; Vega, Julia; Flórez‑Fernández, Noelia; Mazón, José; Torres, María Dolores; Domínguez, Herminia; Pereira, Leonel",2025,"Challenges and opportunities of the exotic invasive macroalga Rugulopteryx okamurae (Phaeophyceae, Heterokontophyta)",Journal of Applied Phycology,Spain; Portugal; France; Italy,"51.44500,0.37100 | -42.88400,147.33400 | 53.99900,11.44200 | 55.16200,-6.75800 | 56.37600,-3.35300 | 53.90700,14.25800 | 50.99200,2.40200 | 52.38000,4.91400 | 56.54900,10.23500 | 55.69900,21.12600 | 54.64700,19.90400 | 51.73300,-4.32700 | 57.72600,18.81300 | 49.17900,-2.11600 | 41.28400,2.06900 | 60.09100,19.92900 | 51.23100,4.39500 | 57.02100,23.96700 | 59.98200,23.43200 | 46.53700,32.41000 | 44.94700,28.85900 | 58.18400,8.03100 | 43.79700,7.60000",N/A,0,1,Rugulopteryx okamurae,fishers,N/A,N/A,N/A,choice experiment,0,0,N/A,N/A,N/A,N/A,"The invasion of Rugulopteryx okamurae along the southern European coastline is producing significant ecological and socioeconomic impacts, displacing indigenous species and altering habitat structures.",N/A,N/A,,1859 England (GB) 51.445 0.371 | 1872 Australia − 42.884 147.334 | 1887 Germany 53.999 11.442 | 1893 Ireland 55.162 − 6.758 | 1906 Scotland (GB) 56.376 − 3.353 | 1907 Poland 53.907 14.258 | 1912 France 50.992 2.402 | 1913 Netherlands 52.380 4.914 | 1915 Denmark 56.549 10.235 | 1917 Lithuania 55.699 21.126 | 1917 Russia 54.647 19.904 | 1919 Wales (GB) 51.733 − 4.327 | 1920 Sweden 57.726 18.813 | 1922 Jersey 49.179 − 2.116 | 1924 Spain 41.284 2.069 | 1926 Åland (FI) 60.091 19.929 | 1927 Belgium 51.231 4.395 | 1927 Latvia 57.021 23.967 | 1933 Finland 59.982 23.432 | 1951 Ukraine 46.537 32.410 | 1951 Romania 44.947 28.859 | 1954 Norway 58.184 8.031 | 1961 Italy 43.797 7.600,,,,,"Overall, 70 professional small-scale fishers participated in the survey.",,,,Gain and loss of money in a choice experiment.,,,
s11356-025-36462-9.pdf,1,85,"Perelló, Esperança; Pinya, Samuel; Box, Antoni; Sureda, Antoni; Compa, Montserrat",2025,Assessing heavy metal accumulation in the invasive blue crab (Callinectes sapidus): environmental and human health implications,Environmental Science and Pollution Research,Spain,"51.44500,0.37100 | -42.88400,147.33400 | 53.99900,11.44200 | 55.16200,-6.75800 | 56.37600,-3.35300 | 53.90700,14.25800 | 50.99200,2.40200 | 52.38000,4.91400 | 56.54900,10.23500 | 55.69900,21.12600 | 54.64700,19.90400 | 51.73300,-4.32700 | 57.72600,18.81300 | 49.17900,-2.11600 | 41.28400,2.06900 | 60.09100,19.92900 | 51.23100,4.39500 | 57.02100,23.96700 | 59.98200,23.43200 | 46.53700,32.41000 | 44.94700,28.85900 | 58.18400,8.03100 | 43.79700,7.60000",N/A,0,1,Callinectes sapidus,fishers,83,N/A,face to face,choice experiment,0,0,N/A,N/A,N/A,N/A,"The study evaluates the concentrations of cadmium, lead, and mercury in the muscle tissue of the invasive blue crab, Callinectes sapidus, in the Balearic Islands, assessing its implications for environmental and human health.",N/A,N/A,,Table 2   First record per country including location and reference,,,,,"Overall, 70 professional small-scale fishers participated in the survey.",,,"The interviews took place in a private setting, through one-on-one meetings",Gain and loss of money in a choice experiment.,,,
s12864-024-11202-4.pdf,1,85,"Li, Qing; Ge, Chuanlong; Li, Lijuan",2025,Quantitative DIA‑based proteomics unveils ribosomal biogenesis pathways associated with increased final size in three‑year‑old Chinese mitten crab (Eriocheir sinensis),BMC Genomics,China; Canada,"51.44500,0.37100 | -42.88400,147.33400 | 53.99900,11.44200 | 55.16200,-6.75800 | 56.37600,-3.35300 | 53.90700,14.25800 | 50.99200,2.40200 | 52.38000,4.91400 | 56.54900,10.23500 | 55.69900,21.12600 | 54.64700,19.90400 | 51.73300,-4.32700 | 57.72600,18.81300 | 49.17900,-2.11600 | 41.28400,2.06900 | 60.09100,19.92900 | 51.23100,4.39500 | 57.02100,23.96700 | 59.98200,23.43200 | 46.53700,32.41000 | 44.94700,28.85900 | 58.18400,8.03100 | 43.79700,7.60000",N/A,0,1006,Rugulopteryx okamurae,fishers,N/A,N/A,face to face,choice experiment,0,0,N/A,N/A,N/A,N/A,"This study investigates the molecular mechanisms underlying the larger size of three-year-old Chinese mitten crabs compared to two-year-olds, focusing on proteomic data.",N/A,[],,"51.445, 0.371 | -42.884, 147.334 | 53.999, 11.442 | 55.162, -6.758 | 56.376, -3.353 | 53.907, 14.258 | 50.992, 2.402 | 52.380, 4.914 | 56.549, 10.235 | 55.699, 21.126 | 54.647, 19.904 | 51.733, -4.327 | 57.726, 18.813 | 49.179, -2.116 | 41.284, 2.069 | 60.091, 19.929 | 51.231, 4.395 | 57.021, 23.967 | 59.982, 23.432 | 46.537, 32.410 | 44.947, 28.859 | 58.184, 8.031 | 43.797, 7.600",,,"At the end of 2020, a total of 1006 NIS have been censused throughout the entire Mediterranean basin","First record of the invasive alien species Rugulopteryx okamurae (Phaeophyceae, Dictyotales)","Overall, 70 professional small-scale fishers participated in the survey.",,,"The interviews took place in a private setting, through one-on-one meetings",Gain and loss of money in a choice experiment.,,,
s41598-025-05789-1.pdf,1,85,"Zampardi, Serena; Licandro, Priscilla; Milisenda, Giacomo; Scannella, Danilo; Piraino, Stefano; Boero, Ferdinando",2025,Citizen science substantiates jellyfish occurrence in the Mediterranean Sea,Scientific Reports,Italy,"51.44500,0.37100 | -42.88400,147.33400 | 53.99900,11.44200 | 55.16200,-6.75800 | 56.37600,-3.35300 | 53.90700,14.25800 | 50.99200,2.40200 | 52.38000,4.91400 | 56.54900,10.23500 | 55.69900,21.12600 | 54.64700,19.90400 | 51.73300,-4.32700 | 57.72600,18.81300 | 49.17900,-2.11600 | 41.28400,2.06900 | 60.09100,19.92900 | 51.23100,4.39500 | 57.02100,23.96700 | 59.98200,23.43200 | 46.53700,32.41000 | 44.94700,28.85900 | 58.18400,8.03100 | 43.79700,7.60000",N/A,0,1,Mnemiopsis leidyi,citizens,19000,N/A,face to face,choice experiment,1,0,N/A,N/A,N/A,N/A,"The study monitored jellyfish occurrences and distributions along the Italian coastline, highlighting the impacts of jellyfish blooms on various sectors.",The study utilized citizen science to gather data on jellyfish sightings.,N/A,,Table 2   First record per country including location and reference,,,,,,,,"The interviews took place in a private setting, through one-on-one meetings",Gain and loss of money in a choice experiment.,,,
s42535-024-00871-x.pdf,1,85,"Musarella, Carmelo Maria; Sciandrello, Saverio; Domina, Gianniantonio",2025,Competition between alien and native species in xerothermic steno-Mediterranean grasslands: Cenchrus setaceus and Hyparrhenia hirta in Sicily and southern Italy,Vegetos,Italy,"51.44500,0.37100 | -42.88400,147.33400 | 53.99900,11.44200 | 55.16200,-6.75800 | 56.37600,-3.35300 | 53.90700,14.25800 | 50.99200,2.40200 | 52.38000,4.91400 | 56.54900,10.23500 | 55.69900,21.12600 | 54.64700,19.90400 | 51.73300,-4.32700 | 57.72600,18.81300 | 49.17900,-2.11600 | 41.28400,2.06900 | 60.09100,19.92900 | 51.23100,4.39500 | 57.02100,23.96700 | 59.98200,23.43200 | 46.53700,32.41000 | 44.94700,28.85900 | 58.18400,8.03100 | 43.79700,7.60000",N/A,0,1006,Cenchrus setaceus,fishers,N/A,N/A,face to face,choice experiment,0,0,N/A,N/A,N/A,N/A,The study investigates the impact of Cenchrus setaceus invasion on native grasslands dominated by Hyparrhenia hirta in Sicily and southern Italy.,N/A,N/A,,Table 2   First record per country including location and reference,,,"At the end of 2020, a total of 1006 NIS have been censused throughout the entire Mediterranean basin",,"Overall, 70 professional small-scale fishers participated in the survey.",,,"The interviews took place in a private setting, through one-on-one meetings",Gain and loss of money in a choice experiment.,,,
sustainability-17-02435.pdf,1,85,"Ortega, G.; Barragán, J.M.; Gilbert, J.D.; Ortega, F.; Guerrero, F.",2025,"Economic Loss and Ecosystem Service Decline in Mediterranean Ponds (Andalusia, Spain): The Impact of Olive Groves over the Last 20 Years",Sustainability,Spain,"51.44500,0.37100 | -42.88400,147.33400 | 53.99900,11.44200 | 55.16200,-6.75800 | 56.37600,-3.35300 | 53.90700,14.25800 | 50.99200,2.40200 | 52.38000,4.91400 | 56.54900,10.23500 | 55.69900,21.12600 | 54.64700,19.90400 | 51.73300,-4.32700 | 57.72600,18.81300 | 49.17900,-2.11600 | 41.28400,2.06900 | 60.09100,19.92900 | 51.23100,4.39500 | 57.02100,23.96700 | 59.98200,23.43200 | 46.53700,32.41000 | 44.94700,28.85900 | 58.18400,8.03100 | 43.79700,7.60000",N/A,0,1006,Rugulopteryx okamurae,fishers,N/A,N/A,face to face,economic study,0,0,N/A,N/A,N/A,26483.19,"The study investigates economic losses resulting from anthropogenic environmental impacts on wetlands in the Alto Guadalquivir region, focusing on the devaluation of ecosystem services due to the conversion of wetlands into olive groves.",N/A,N/A,,"51.445, 0.371 | − 42.884, 147.334 | 53.999, 11.442 | 55.162, − 6.758 | 56.376, − 3.353 | 53.907, 14.258 | 50.992, 2.402 | 52.380, 4.914 | 56.549, 10.235 | 55.699, 21.126 | 54.647, 19.904 | 51.733, − 4.327 | 57.726, 18.813 | 49.179, − 2.116 | 41.284, 2.069 | 60.091, 19.929 | 51.231, 4.395 | 57.021, 23.967 | 59.982, 23.432 | 46.537, 32.410 | 44.947, 28.859 | 58.184, 8.031 | 43.797, 7.600",,,"At the end of 2020, a total of 1006 NIS have been censused throughout the entire Mediterranean basin",First record of the invasive alien species Rugulopteryx okamurae,"Overall, 70 professional small-scale fishers participated in the survey.",,,"The interviews took place in a private setting, through one-on-one meetings",,,,
we-25-137-2025.pdf,1,85,"Weterings, Robbie; Zhang, Zhixin; Cornwell, Tomas O.",2025,The effects of climate change on European distributions of four alien marine crab species,Web Ecol.,Netherlands; China,"51.44500,0.37100 | -42.88400,147.33400 | 53.99900,11.44200 | 55.16200,-6.75800 | 56.37600,-3.35300 | 53.90700,14.25800 | 50.99200,2.40200 | 52.38000,4.91400 | 56.54900,10.23500 | 55.69900,21.12600 | 54.64700,19.90400 | 51.73300,-4.32700 | 57.72600,18.81300 | 49.17900,-2.11600 | 41.28400,2.06900 | 60.09100,19.92900 | 51.23100,4.39500 | 57.02100,23.96700 | 59.98200,23.43200 | 46.53700,32.41000 | 44.94700,28.85900 | 58.18400,8.03100 | 43.79700,7.60000",N/A,0,4,Hemigrapsus sanguineus; Charybdis longicollis; Matuta victor; Portunus segnis,fishers,N/A,N/A,face to face,choice experiment,0,0,N/A,N/A,N/A,26483.19,The study predicts the current and potential future distribution of four predatory brachyuran crabs under various climate scenarios in European waters.,N/A,N/A,,"51.445, 0.371 | − 42.884, 147.334 | 53.999, 11.442 | 55.162, − 6.758 | 56.376, − 3.353 | 53.907, 14.258 | 50.992, 2.402 | 52.380, 4.914 | 56.549, 10.235 | 55.699, 21.126 | 54.647, 19.904 | 51.733, − 4.327 | 57.726, 18.813 | 49.179, − 2.116 | 41.284, 2.069 | 60.091, 19.929 | 51.231, 4.395 | 57.021, 23.967 | 59.982, 23.432 | 46.537, 32.410 | 44.947, 28.859 | 58.184, 8.031 | 43.797, 7.600",,,,,"Overall, 70 professional small-scale fishers participated in the survey.",,,"The interviews took place in a private setting, through one-on-one meetings",Gain and loss of money in a choice experiment.,,,
